"id","unidade","turma","idade","sexo","peso","altura"
"523","Belval","edf1ct","15","M","55.6","1.66"
"524","Belval","edf1ct","15","F","93.1","1.63"
"525","Belval","edf1ct","15","M","",""
"526","Belval","edf1ct","17","M","57.7","1.81"
"527","Belval","edf1ct","16","M","",""
"528","Belval","edf1ct","15","F","47.8","1.67"
"529","Belval","edf1ct","16","F","59.2","1.67"
"530","Belval","edf1ct","15","F","71.6","1.62"
"531","Belval","edf1ct","16","F","44.2","1.59"
"532","Belval","edf1ct","15","M","57.1","1.78"
"533","Belval","edf1ct","16","M","47.7","1.68"
"534","Belval","edf1ct","15","F","",""
"535","Belval","edf1dt","16","F","",""
"536","Belval","edf1dt","15","M","50.5","1.63"
"537","Belval","edf1dt","16","F","54.5","1.60"
"538","Belval","edf1dt","15","F","52.3","1.72"
"539","Belval","edf1dt","15","M","40.8","1.59"
"540","Belval","edf1dt","15","M","",""
"541","Belval","edf1dt","16","M","55.6","1.70"
"542","Belval","edf1dt","15","F","47.5","1.63"
"543","Belval","edf1dt","16","F","42.0","1.62"
"544","Belval","edf1dt","16","M","",""
"545","Belval","edf1dt","15","F","",""
"546","Belval","edf1dt","15","F","57.6","1.62"
"547","Belval","edf1dt","16","M","92.5","1.75"
"548","Belval","edf1dt","16","F","",""
"549","Belval","edf1dt","16","M","64.8","1.77"
"550","Belval","edf1dt","16","M","",""
"551","Belval","edf1dt","15","M","51.1","1.70"
"552","Belval","edf1dt","16","M","59.1","1.83"
"553","Belval","edf1dt","16","M","58.8","1.71"
"554","Belval","edf1dt","16","M","54.8","1.75"
"555","Belval","edf1dt","17","F","45.0","1.56"
"556","Belval","edf1dt","15","M","83.7","1.83"
"557","Belval","edf1dt","16","F","73.1","1.79"
"558","Belval","edf1dt","16","F","66.1","1.61"
"559","Belval","edf1dt","15","F","68.2","1.61"
"560","Belval","edf1dt","15","F","51.5","1.61"
"561","Belval","edf1dt","16","M","69.6","1.80"
"562","Belval","edf1dt","18","M","",""
"563","Belval","edf1dt","16","F","71.5","1.62"
"564","Belval","edf1dt","16","M","69.5","1.84"
"565","Belval","edf1dt","15","M","",""
"566","Belval","edf1dt","16","F","41.0","1.62"
"567","Belval","edf1dt","16","M","84.1","1.71"
"568","Belval","edf1dt","16","F","52.6","1.61"
"569","Belval","eel1at","15","M","84.6","1.75"
"570","Belval","eel1at","16","F","43.2","1.59"
"571","Belval","eel1at","16","M","65.4","1.82"
"572","Belval","eel1at","16","F","67.3","1.69"
"573","Belval","eel1at","16","M","85.2","1.69"
"574","Belval","eel1at","15","M","53.9","1.73"
"575","Belval","eel1at","15","M","42.9","1.58"
"576","Belval","eel1at","17","M","53.5","1.71"
"577","Belval","eel1at","16","M","48.4","1.64"
"578","Belval","eel1at","15","M","",""
"579","Belval","eel1at","15","M","57.9","1.87"
"580","Belval","eel1at","15","M","54.4","1.64"
"581","Belval","eel1at","16","M","53.2","1.69"
"582","Belval","eel1at","16","M","85.2","1.89"
"583","Belval","eel1at","15","M","92","1.82"
"584","Belval","eel1at","16","M","",""
"585","Belval","eel1at","16","M","",""
"586","Belval","eel1at","16","M","56","1.72"
"587","Belval","eel1at","16","M","58.2","1.75"
"588","Belval","eel1at","16","M","49.5","1.72"
"589","Belval","eel1at","16","F","79.1","1.68"
"590","Belval","eel1at","17","M","77.3","1.64"
"591","Belval","eel1at","16","F","56.3","1.63"
"592","Belval","eel1at","16","M","60.5","1.78"
"593","Belval","eel1at","16","M","52.8","1.68"
"594","Belval","eel1at","16","M","55.7","1.81"
"595","Belval","eel1at","16","M","53.6","1.83"
"596","Belval","eel1at","15","M","48.6","1.65"
"597","Belval","eel1at","15","M","99.5","1.68"
"598","Belval","eel1at","16","M","56.4","1.72"
"599","Belval","eel1at","15","M","49.7","1.64"
"600","Belval","eel1at","16","M","88.6","1.76"
"601","Belval","eel1at","16","M","54.1","1.72"
"602","Belval","eel1at","15","M","64.7","1.83"
"603","Belval","eel1at","15","M","43.6","1.68"
"604","Belval","eel1at","16","M","55.1","1.63"
"605","Belval","eel1at","16","M","55.7","1.8"
"606","Belval","eel1at","17","M","83.2","1.82"
"607","Belval","eel1at","15","M","57.7","1.84"
"608","Belval","eel1at","16","M","67.3","1.82"
"609","Belval","eel1at","15","M","90.1","1.69"
"610","Belval","eel1at","16","M","67.8","1.73"
"611","Belval","eel1bt","17","F","",""
"612","Belval","eel1bt","17","M","90.5","1.77"
"613","Belval","eel1bt","16","M","93.1","1.77"
"614","Belval","eel1bt","15","M","82.8","1.77"
"615","Belval","eel1bt","16","M","54.5","1.72"
"616","Belval","eel1bt","15","M","81.8","1.74"
"617","Belval","eel1bt","16","M","56.6","1.75"
"618","Belval","eel1bt","15","M","43.4","1.73"
"619","Belval","eel1bt","16","M","51.3","1.79"
"620","Belval","eel1bt","15","M","52.5","1.7"
"621","Belval","eel1bt","15","M","54","1.72"
"622","Belval","eel1bt","15","F","45.5","1.55"
"623","Belval","eel1bt","15","M","61.2","1.78"
"624","Belval","eel1bt","15","M","47.2","1.71"
"625","Belval","eel1bt","15","M","65.3","1.95"
"626","Belval","eel1bt","15","M","85.9","1.71"
"627","Belval","eel1bt","16","M","78.9","1.81"
"628","Belval","eel1bt","16","M","57.3","1.72"
"629","Belval","eel1bt","16","M","53.4","1.74"
"630","Belval","eel1bt","15","M","89.4","1.71"
"631","Belval","eel1bt","16","M","61.9","1.75"
"632","Belval","eel1bt","17","M","52.5","1.88"
"633","Belval","eel1bt","16","M","50","1.72"
"634","Belval","eel1bt","16","M","85.4","1.88"
"635","Belval","eel1bt","16","M","83.1","1.69"
"636","Belval","eel1bt","17","M","",""
"637","Belval","eel1bt","17","M","70.7","1.76"
"638","Belval","eel1bt","15","M","40.3","1.66"
"639","Belval","eel1bt","15","M","44.5","1.69"
"640","Belval","eel1bt","16","M","",""
"641","Belval","eel1bt","16","M","65.8","1.86"
"642","Belval","eel1bt","15","F","45.3","1.6"
"643","Belval","eel1bt","15","M","42.3","1.65"
"644","Belval","eel1bt","17","M","52.1","1.61"
"645","Belval","eel1bt","18","M","",""
"646","Belval","eel1bt","15","M","89.2","1.84"
"647","Belval","eel1bt","17","M","69.8","1.77"
"648","Belval","eel1bt","17","M","48.2","1.68"
"649","Belval","eel1bt","16","M","62","1.8"
"650","Belval","eel1bt","16","M","58.4","1.69"
"651","Belval","eel1bt","17","M","52.3","1.72"
"652","Belval","eel1bt","16","M","78.1","1.76"
"653","Belval","eel1ct","15","M","107.9","1.75"
"654","Belval","eel1ct","15","M","98.4","1.75"
"655","Belval","eel1ct","17","M","68.3","1.74"
"656","Belval","eel1ct","17","M","65.9","1.76"
"657","Belval","eel1ct","18","M","75.4","1.67"
"658","Belval","eel1ct","15","M","52.4","1.69"
"659","Belval","eel1ct","18","M","75.4","1.84"
"660","Belval","eel1ct","16","M","65.9","1.74"
"661","Belval","eel1ct","16","M","79.2","1.87"
"662","Belval","eel1ct","17","M","74.1","1.75"
"663","Belval","eel1ct","16","M","",""
"664","Belval","eel1ct","15","M","65.1","1.77"
"665","Belval","eel1ct","17","M","",""
"666","Belval","eel1ct","16","M","",""
"667","Belval","eel1ct","16","M","54.1","1.57"
"668","Belval","eel1ct","18","M","58.3","1.69"
"669","Belval","eel1ct","16","M","102.5","1.75"
"670","Belval","eel1ct","17","M","",""
"671","Belval","eel1ct","15","M","63.3","1.72"
"672","Belval","eel1ct","15","M","",""
"673","Belval","eel1ct","15","M","49.4","1.63"
"674","Belval","eel1ct","16","M","62","1.73"
"675","Belval","eel1ct","15","M","49.2","1.68"
"676","Belval","eel1ct","16","M","39.5","1.65"
"677","Belval","eel1ct","16","M","53.1","1.73"
"678","Belval","eel1ct","15","M","44.6","1.66"
"679","Belval","eel1ct","16","M","73.8","1.79"
"680","Belval","eel1ct","15","M","46.6","1.59"
"681","Belval","eel1ct","16","M","",""
"682","Belval","eel1ct","17","M","",""
"683","Belval","eel1ct","15","M","56.9","1.69"
"684","Belval","eel1ct","16","M","",""
"685","Belval","eel1ct","16","M","58.3","1.71"
"686","Belval","eel1ct","15","M","74.5","1.73"
"687","Belval","eel1ct","18","M","56.7","1.78"
"688","Belval","eel1ct","16","M","69.9","1.71"
"689","Belval","eel1ct","16","F","34.9","1.55"
"690","Belval","eel1ct","15","M","73.7","1.85"
"691","Belval","eel1ct","16","M","53.2","1.71"
"692","Belval","eel1ct","16","M","87.2","1.77"
"693","Belval","eel1ct","16","M","44.9","1.7"
"694","Belval","eel1ct","15","M","",""
"699","Belval","inf1at","16","F","59.8","1.74"
"700","Belval","inf1at","16","M","54.9","1.75"
"701","Belval","inf1at","15","F","40.8","1.66"
"702","Belval","inf1at","16","F","50.5","1.66"
"703","Belval","inf1at","15","F","46.5","1.55"
"704","Belval","inf1at","16","M","",""
"705","Belval","inf1at","16","F","58.7","1.52"
"706","Belval","inf1at","16","M","55.9","1.77"
"707","Belval","inf1at","15","M","",""
"708","Belval","inf1at","16","M","68.5","1.75"
"709","Belval","inf1at","15","M","36.7","1.62"
"710","Belval","inf1at","16","M","52.9","1.65"
"711","Belval","inf1at","17","M","79.3","1.67"
"712","Belval","inf1at","16","M","60","1.71"
"713","Belval","inf1at","16","M","85.3","1.79"
"714","Belval","inf1at","15","M","64.7","1.79"
"715","Belval","inf1at","16","M","86","1.79"
"716","Belval","inf1at","15","M","53.5","1.79"
"717","Belval","inf1at","16","M","55.6","1.62"
"718","Belval","inf1at","15","M","54.3","1.71"
"719","Belval","inf1at","15","M","49.5","1.67"
"720","Belval","inf1at","16","M","76.1","1.72"
"721","Belval","inf1at","15","F","58.7","1.69"
"722","Belval","inf1at","16","M","61.5","1.72"
"723","Belval","inf1at","16","M","90.6","1.76"
"724","Belval","inf1at","15","M","76.4","1.81"
"725","Belval","inf1at","16","M","52.2","1.69"
"726","Belval","inf1at","16","M","53","1.68"
"727","Belval","inf1at","16","M","",""
"728","Belval","inf1at","15","M","66.2","1.8"
"729","Belval","inf1at","15","M","",""
"730","Belval","inf1at","15","M","93.6","1.82"
"731","Belval","inf1at","16","M","",""
"732","Belval","inf1at","16","M","56","1.76"
"733","Belval","inf1at","16","M","73.2","1.75"
"734","Belval","inf1at","16","M","48.7","1.65"
"735","Belval","inf1bt","15","F","80","1.53"
"736","Belval","inf1bt","16","M","57.8","1.82"
"737","Belval","inf1bt","15","F","48.7","1.56"
"738","Belval","inf1bt","16","M","68.4","1.72"
"739","Belval","inf1bt","15","M","63.4","1.7"
"740","Belval","inf1bt","16","M","44.4","1.64"
"741","Belval","inf1bt","15","M","49.2","1.62"
"742","Belval","inf1bt","16","M","51.5","1.7"
"743","Belval","inf1bt","16","M","59.4","1.85"
"744","Belval","inf1bt","15","M","72.8","1.75"
"745","Belval","inf1bt","16","M","49.1","1.73"
"746","Belval","inf1bt","16","M","71.6","1.7"
"747","Belval","inf1bt","16","M","75.4","1.85"
"748","Belval","inf1bt","16","M","61.4","1.76"
"749","Belval","inf1bt","16","M","49.1","1.75"
"750","Belval","inf1bt","16","F","43.2","1.59"
"751","Belval","inf1bt","16","M","",""
"752","Belval","inf1bt","16","M","63.1","1.81"
"753","Belval","inf1bt","15","F","61.5","1.59"
"754","Belval","inf1bt","15","M","57.1","1.67"
"755","Belval","inf1bt","16","M","62.6","1.76"
"756","Belval","inf1bt","16","M","56.2","1.7"
"757","Belval","inf1bt","15","F","51.3","1.58"
"758","Belval","inf1bt","16","F","47.7","1.62"
"759","Belval","inf1bt","16","F","53.6","1.57"
"760","Belval","inf1bt","15","F","55.8","1.65"
"761","Belval","inf1bt","15","M","55.8","1.75"
"762","Belval","inf1bt","16","M","58.1","1.8"
"763","Belval","inf1bt","16","M","63.8","1.71"
"764","Belval","inf1bt","16","M","60.5","1.73"
"765","Belval","inf1bt","16","F","56.8","1.66"
"766","Belval","inf1bt","16","M","57.5","1.71"
"767","Belval","inf1bt","16","M","",""
"768","Belval","inf1bt","15","M","67.6","1.76"
"769","Belval","inf1bt","15","M","82.1","1.68"
"770","Belval","inf1bt","16","F","50","1.64"
"771","Belval","inf1bt","16","M","74.2","1.69"
"772","Belval","inf1bt","16","M","58","1.74"
"773","Belval","inf1ct","16","M","77.4","1.74"
"774","Belval","inf1ct","15","F","49.1","1.49"
"775","Belval","inf1ct","16","M","",""
"776","Belval","inf1ct","16","M","66.2","1.69"
"777","Belval","inf1ct","15","M","62.2","1.83"
"778","Belval","inf1ct","15","M","65.4","1.82"
"779","Belval","inf1ct","16","M","89","1.75"
"780","Belval","inf1ct","16","F","55.6","1.69"
"781","Belval","inf1ct","15","M","55.6","1.75"
"782","Belval","inf1ct","16","M","51.3","1.75"
"783","Belval","inf1ct","16","M","69.7","1.84"
"784","Belval","inf1ct","17","M","55","1.72"
"785","Belval","inf1ct","16","M","50.9","1.66"
"786","Belval","inf1ct","16","M","61.6","1.73"
"787","Belval","inf1ct","16","M","122.6","1.82"
"788","Belval","inf1ct","16","F","44","1.61"
"789","Belval","inf1ct","16","M","58.2","1.71"
"790","Belval","inf1ct","16","F","62.3","1.58"
"791","Belval","inf1ct","16","M","55.3","1.83"
"792","Belval","inf1ct","15","M","71.6","1.75"
"793","Belval","inf1ct","16","F","63.1","1.69"
"794","Belval","inf1ct","16","F","59.6","1.56"
"795","Belval","inf1ct","16","M","75.7","1.72"
"796","Belval","inf1ct","16","M","55.1","1.74"
"797","Belval","inf1ct","15","M","64.9","1.78"
"798","Belval","inf1ct","16","M","84","1.78"
"799","Belval","inf1ct","15","M","57.1","1.78"
"800","Belval","inf1ct","15","M","64","1.76"
"801","Belval","inf1ct","16","F","59.6","1.58"
"802","Belval","inf1ct","15","M","72.4","1.73"
"803","Belval","inf1ct","16","M","50.8","1.67"
"804","Belval","inf1ct","15","M","59.6","1.86"
"805","Belval","inf1ct","16","F","56","1.58"
"806","Belval","inf1ct","16","F","46.7","1.61"
"807","Belval","inf1ct","16","M","84.4","1.77"
"808","Belval","inf1ct","15","M","52.4","1.77"
"809","Belval","inf1ct","15","M","95.3","1.9"
"810","Belval","inf1dt","16","F","66.3","1.64"
"811","Belval","inf1dt","16","M","58.4","1.75"
"812","Belval","inf1dt","15","M","48.2","1.63"
"813","Belval","inf1dt","16","M","58.9","1.74"
"814","Belval","inf1dt","16","M","61","1.72"
"815","Belval","inf1dt","15","M","94.5","1.66"
"816","Belval","inf1dt","15","F","72.5","1.72"
"817","Belval","inf1dt","16","M","63.5","1.73"
"818","Belval","inf1dt","15","M","53.4","1.7"
"819","Belval","inf1dt","15","M","",""
"820","Belval","inf1dt","17","M","75.9","1.8"
"821","Belval","inf1dt","15","M","51.2","1.69"
"822","Belval","inf1dt","16","F","55.4","1.56"
"823","Belval","inf1dt","16","M","",""
"824","Belval","inf1dt","16","M","79.9","1.73"
"825","Belval","inf1dt","16","F","51.2","1.65"
"826","Belval","inf1dt","15","F","59.7","1.59"
"827","Belval","inf1dt","16","F","55.3","1.64"
"828","Belval","inf1dt","16","F","55.6","1.56"
"829","Belval","inf1dt","16","F","44.7","1.46"
"830","Belval","inf1dt","16","F","64.8","1.56"
"831","Belval","inf1dt","16","M","80.5","1.65"
"832","Belval","inf1dt","15","M","46.5","1.71"
"833","Belval","inf1dt","15","M","38.4","1.55"
"834","Belval","inf1dt","15","M","50.8","1.67"
"835","Belval","inf1dt","16","M","63.9","1.82"
"836","Belval","inf1dt","15","M","66.3","1.77"
"837","Belval","inf1dt","16","M","60.2","1.65"
"838","Belval","inf1dt","15","M","54","1.7"
"839","Belval","inf1dt","15","M","56.4","1.74"
"840","Belval","inf1dt","16","F","61.9","1.56"
"841","Belval","inf1dt","16","M","45.6","1.72"
"842","Belval","inf1dt","16","M","59.7","1.72"
"843","Belval","inf1dt","16","M","65.9","1.71"
"844","Belval","inf1dt","16","M","51.2","1.69"
"845","Belval","inf1dt","17","M","65","1.92"
"846","Belval","inf1et","16","M","55.2","1.7"
"847","Belval","inf1et","15","M","65.2","1.8"
"848","Belval","inf1et","15","M","51.6","1.78"
"849","Belval","inf1et","16","M","50.7","1.65"
"850","Belval","inf1et","15","M","",""
"851","Belval","inf1et","15","M","48.7","1.62"
"852","Belval","inf1et","16","M","56.4","1.63"
"853","Belval","inf1et","16","M","64.6","1.78"
"854","Belval","inf1et","15","F","46.3","1.59"
"855","Belval","inf1et","16","F","58.6","1.59"
"856","Belval","inf1et","15","F","60.6","1.59"
"857","Belval","inf1et","15","M","46","1.6"
"858","Belval","inf1et","16","M","58.4","1.8"
"859","Belval","inf1et","16","M","47.6","1.7"
"860","Belval","inf1et","15","M","74.8","1.79"
"861","Belval","inf1et","16","M","49.9","1.8"
"862","Belval","inf1et","15","M","76.3","1.77"
"863","Belval","inf1et","18","M","57.2","1.8"
"864","Belval","inf1et","17","F","72.3","1.65"
"865","Belval","inf1et","16","M","69.9","1.71"
"866","Belval","inf1et","16","F","55.9","1.66"
"867","Belval","inf1et","15","M","48.7","1.8"
"868","Belval","inf1et","16","M","71.6","1.81"
"869","Belval","inf1et","16","M","52.4","1.69"
"870","Belval","inf1et","15","M","90.8","1.81"
"871","Belval","inf1et","15","M","49.1","1.65"
"872","Belval","inf1et","15","M","57.2","1.82"
"873","Belval","inf1et","16","M","58.8","1.76"
"874","Belval","inf1et","16","M","83.3","1.7"
"875","Belval","inf1et","16","M","62.2","1.83"
"876","Belval","inf1et","15","F","65","1.7"
"877","Belval","inf1et","16","M","57.2","1.83"
"878","Belval","inf1et","15","M","49","1.69"
"879","Belval","inf1et","16","M","51.5","1.74"
"880","Belval","inf1ft","15","M","61.2","1.73"
"881","Belval","inf1ft","16","M","59.1","1.79"
"882","Belval","inf1ft","16","M","56.5","1.77"
"883","Belval","inf1ft","16","M","70.3","1.71"
"884","Belval","inf1ft","15","M","55.4","1.68"
"885","Belval","inf1ft","16","M","57","1.72"
"886","Belval","inf1ft","15","F","43.2","1.62"
"887","Belval","inf1ft","16","F","50.4","1.49"
"888","Belval","inf1ft","15","F","53.8","1.61"
"889","Belval","inf1ft","15","F","62.5","1.68"
"890","Belval","inf1ft","16","M","59.4","1.69"
"891","Belval","inf1ft","16","M","69.8","1.69"
"892","Belval","inf1ft","16","M","54.2","1.65"
"893","Belval","inf1ft","15","F","57.4","1.68"
"894","Belval","inf1ft","16","M","56.3","1.87"
"895","Belval","inf1ft","15","M","49","1.63"
"896","Belval","inf1ft","16","F","68.3","1.57"
"897","Belval","inf1ft","15","M","81","1.73"
"898","Belval","inf1ft","16","M","52.7","1.7"
"899","Belval","inf1ft","15","M","",""
"900","Belval","inf1ft","18","F","",""
"901","Belval","inf1ft","15","M","51.8","1.8"
"902","Belval","inf1ft","16","M","52.5","1.76"
"903","Belval","inf1ft","16","M","66.7","1.66"
"904","Belval","inf1ft","16","M","84","1.68"
"905","Belval","inf1ft","16","F","45.6","1.55"
"906","Belval","inf1ft","16","M","60.9","1.73"
"907","Belval","inf1ft","16","M","",""
"908","Belval","inf1ft","16","M","48.3","1.6"
"909","Belval","inf1ft","16","F","68.1","1.57"
"910","Belval","inf1ft","16","M","76.6","1.71"
"911","Belval","inf1ft","16","M","71.4","1.75"
"912","Belval","inf1ft","16","M","51.5","1.76"
"913","Belval","inf1ft","16","M","53.6","1.75"
"914","Belval","inf1ft","15","M","80.7","1.79"
"915","Belval","inf1ft","16","M","49.8","1.7"
"916","Belval","inf1ft","15","F","49.8","1.69"
"917","Belval","inf1gt","16","M","79.3","1.85"
"918","Belval","inf1gt","16","M","62.5","1.75"
"919","Belval","inf1gt","16","M","114.6","1.84"
"920","Belval","inf1gt","17","M","116.7","1.74"
"921","Belval","inf1gt","16","M","93.2","1.68"
"922","Belval","inf1gt","16","F","",""
"923","Belval","inf1gt","16","M","61.1","1.74"
"924","Belval","inf1gt","16","F","47.3","1.57"
"925","Belval","inf1gt","15","M","",""
"926","Belval","inf1gt","16","M","66.1","1.77"
"927","Belval","inf1gt","16","F","",""
"928","Belval","inf1gt","16","F","52","1.64"
"929","Belval","inf1gt","15","M","96.7","1.7"
"930","Belval","inf1gt","16","M","50.4","1.74"
"931","Belval","inf1gt","15","M","48.1","1.64"
"932","Belval","inf1gt","17","M","71.6","1.7"
"933","Belval","inf1gt","16","F","56","1.52"
"934","Belval","inf1gt","17","M","",""
"935","Belval","inf1gt","15","M","",""
"936","Belval","inf1gt","16","M","52.6","1.61"
"937","Belval","inf1gt","16","M","54.1","1.61"
"938","Belval","inf1gt","16","M","64.6","1.79"
"939","Belval","inf1gt","16","M","69.8","1.78"
"940","Belval","inf1gt","16","F","44.1","1.54"
"941","Belval","inf1gt","15","M","52.7","1.72"
"942","Belval","inf1gt","16","M","90.6","1.73"
"943","Belval","inf1gt","16","M","41.6","1.61"
"944","Belval","inf1gt","15","M","80.4","1.69"
"945","Belval","inf1gt","15","M","53.8","1.75"
"946","Belval","inf1gt","16","M","68.5","1.72"
"947","Belval","inf1gt","16","M","53.3","1.71"
"948","Belval","inf1gt","16","M","52.1","1.69"
"949","Belval","inf1gt","16","M","71.2","1.68"
"950","Belval","inf1gt","16","F","63.7","1.63"
"951","Belval","inf1gt","16","F","65.5","1.57"
"952","Belval","in1at","16","M","87","1.8"
"953","Belval","in1at","15","M","53.2","1.76"
"954","Belval","in1at","15","M","50.7","1.65"
"955","Belval","in1at","16","M","",""
"956","Belval","in1at","15","F","59.3","1.61"
"957","Belval","in1at","15","F","40.7","1.58"
"958","Belval","in1at","16","M","75.5","1.79"
"959","Belval","in1at","16","M","76","1.8"
"960","Belval","in1at","15","M","73.3","1.72"
"961","Belval","in1at","16","M","57.5","1.72"
"962","Belval","in1at","15","M","",""
"963","Belval","in1at","16","M","60.5","1.78"
"964","Belval","in1at","16","M","50.1","1.73"
"965","Belval","in1at","15","F","40","1.52"
"966","Belval","in1at","16","M","57","1.71"
"967","Belval","in1at","17","M","64.1","1.82"
"968","Belval","in1at","16","M","82.8","1.84"
"969","Belval","in1at","15","M","55.8","1.67"
"970","Belval","in1at","16","M","61.5","1.77"
"971","Belval","in1at","16","M","67.4","1.77"
"972","Belval","in1at","16","F","49.2","1.63"
"973","Belval","in1at","16","M","81.5","1.65"
"974","Belval","in1at","15","M","61.5","1.83"
"975","Belval","in1at","16","M","53.2","1.73"
"976","Belval","in1at","16","M","55.7","1.73"
"977","Belval","in1at","16","M","61.6","1.84"
"978","Belval","in1at","15","M","82.7","1.76"
"979","Belval","in1at","15","M","54.3","1.75"
"980","Belval","in1at","16","M","54.6","1.7"
"981","Belval","in1at","15","M","67.5","1.81"
"982","Belval","in1at","16","M","50.7","1.75"
"983","Belval","in1at","16","M","77","1.74"
"984","Belval","in1at","15","M","60.3","1.78"
"985","Belval","in1at","15","M","53.5","1.73"
"986","Belval","in1at","16","M","80.9","1.71"
"987","Belval","in1at","16","M","",""
"988","Belval","1n1bt","15","M","62.6","1.62"
"989","Belval","1n1bt","15","M","71.8","1.82"
"990","Belval","1n1bt","16","M","49.3","1.7"
"991","Belval","1n1bt","15","M","65.1","1.74"
"992","Belval","1n1bt","15","F","57.3","1.58"
"993","Belval","1n1bt","15","M","",""
"994","Belval","1n1bt","16","F","45.7","1.51"
"995","Belval","1n1bt","15","F","43.9","1.57"
"996","Belval","1n1bt","15","F","54.3","1.62"
"997","Belval","1n1bt","15","F","",""
"998","Belval","1n1bt","15","M","54.3","1.61"
"999","Belval","1n1bt","15","M","88.1","1.77"
"1000","Belval","1n1bt","15","M","48.4","1.69"
"1001","Belval","1n1bt","16","F","57.5","1.58"
"1002","Belval","1n1bt","16","F","60.5","1.57"
"1003","Belval","1n1bt","15","F","62.5","1.72"
"1004","Belval","1n1bt","16","M","54.8","1.66"
"1005","Belval","1n1bt","15","M","67.2","1.77"
"1006","Belval","1n1bt","16","M","54.2","1.68"
"1007","Belval","1n1bt","16","M","50.7","1.76"
"1008","Belval","1n1bt","16","M","45","1.72"
"1009","Belval","1n1bt","16","M","47.4","1.58"
"1010","Belval","1n1bt","16","M","56.4","1.78"
"1011","Belval","1n1bt","15","M","69.2","1.78"
"1012","Belval","1n1bt","16","M","61.4","1.79"
"1013","Belval","1n1bt","15","M","59.6","1.77"
"1014","Belval","1n1bt","15","M","66.7","1.75"
"1015","Belval","1n1bt","16","M","",""
"1016","Belval","1n1bt","16","M","58.6","1.76"
"1017","Belval","1n1bt","16","F","45.6","1.6"
"1018","Belval","1n1bt","16","M","77.2","1.82"
"1019","Belval","1n1bt","16","F","56.2","1.66"
"1020","Belval","1n1bt","15","M","53.2","1.66"
"1021","Belval","1n1bt","17","M","67.8","1.65"
"1022","Belval","1n1bt","16","F","44.6","1.58"
"1023","Belval","1n1bt","16","M","41.3","1.56"
"1024","Belval","ini1ct","16","F","61.2","1.67"
"1025","Belval","ini1ct","15","F","49.6","1.65"
"1026","Belval","ini1ct","16","F","51.5","1.65"
"1027","Belval","ini1ct","15","F","66","1.66"
"1028","Belval","ini1ct","16","M","52.4","1.8"
"1029","Belval","ini1ct","15","M","58.5","1.74"
"1030","Belval","ini1ct","16","F","48.1","1.62"
"1031","Belval","ini1ct","16","M","54.2","1.75"
"1032","Belval","ini1ct","16","M","62.4","1.69"
"1033","Belval","ini1ct","16","M","61","1.7"
"1034","Belval","ini1ct","15","M","61","1.74"
"1035","Belval","ini1ct","16","M","54.1","1.67"
"1036","Belval","ini1ct","16","M","50.8","1.71"
"1037","Belval","ini1ct","16","F","",""
"1038","Belval","ini1ct","16","M","56.8","1.73"
"1039","Belval","ini1ct","16","M","70","1.79"
"1040","Belval","ini1ct","15","M","84.4","1.72"
"1041","Belval","ini1ct","15","M","48.1","1.72"
"1042","Belval","ini1ct","16","M","80.9","1.67"
"1043","Belval","ini1ct","16","M","55.1","1.66"
"1044","Belval","ini1ct","15","M","56.7","1.65"
"1045","Belval","ini1ct","16","M","43.7","1.66"
"1046","Belval","ini1ct","16","M","59.1","1.82"
"1047","Belval","ini1ct","16","M","63","1.77"
"1048","Belval","ini1ct","16","M","67.1","1.71"
"1049","Belval","ini1ct","15","M","66.7","1.7"
"1050","Belval","ini1ct","16","M","54.3","1.67"
"1051","Belval","ini1ct","16","M","59.5","1.82"
"1052","Belval","ini1ct","15","M","",""
"1053","Belval","ini1ct","15","M","",""
"1054","Belval","ini1ct","15","M","44.7","1.63"
"1055","Belval","ini1ct","16","M","84.8","1.72"
"1056","Belval","ini1ct","15","M","",""
"1057","Belval","ini1ct","16","M","71.5","1.95"
"1058","Belval","ini1ct","15","M","54.3","1.72"
"1059","Belval","ini1ct","16","F","54.3","1.64"
"1060","Belval","ini1dt","16","F","83.7","1.7"
"1061","Belval","ini1dt","16","M","79.3","1.81"
"1062","Belval","ini1dt","16","M","71.5","1.77"
"1063","Belval","ini1dt","15","M","55.2","1.7"
"1064","Belval","ini1dt","16","M","53.1","1.76"
"1065","Belval","ini1dt","16","M","",""
"1066","Belval","ini1dt","15","M","70.8","1.76"
"1067","Belval","ini1dt","16","M","75.3","1.87"
"1068","Belval","ini1dt","15","M","57.5","1.73"
"1069","Belval","ini1dt","16","M","56.2","1.78"
"1070","Belval","ini1dt","16","M","53.9","1.67"
"1071","Belval","ini1dt","16","M","49.8","1.75"
"1072","Belval","ini1dt","16","F","43.5","1.61"
"1073","Belval","ini1dt","16","M","79.7","1.71"
"1074","Belval","ini1dt","15","M","54.1","1.71"
"1075","Belval","ini1dt","15","M","",""
"1076","Belval","ini1dt","16","M","57.7","1.84"
"1077","Belval","ini1dt","15","M","73.1","1.71"
"1078","Belval","ini1dt","16","M","63.9","1.69"
"1079","Belval","ini1dt","15","M","47.6","1.6"
"1080","Belval","ini1dt","16","F","71.5","1.68"
"1081","Belval","ini1dt","16","M","64.6","1.78"
"1082","Belval","ini1dt","16","M","",""
"1083","Belval","ini1dt","15","M","57.2","1.75"
"1084","Belval","ini1dt","16","M","53.7","1.77"
